Week_Start_Date,SKU,Avg_Unit_Cost,Needed_Qty_Lag_1W,Needed_Qty_Lag_2W,Needed_Qty_Lag_4W,Avg_Needed_Qty_Last_4W,Target_Weekly_Quantity_Needed
2021-09-19,SKU1030,11.54,260.67,284.03,267.6,271.4775,315.01
2021-09-26,SKU1030,12.73,315.01,260.67,273.61,283.33,266.52
2021-10-03,SKU1030,12.45,266.52,315.01,284.03,281.5575,311.08
2021-10-10,SKU1030,10.74,311.08,266.52,260.67,288.32,337.66
2021-10-17,SKU1030,11.88,337.66,311.08,315.01,307.5675,291.2
2021-10-24,SKU1030,12.31,291.2,337.66,266.52,301.615,304.62
2021-10-31,SKU1030,10.39,304.62,291.2,311.08,311.14,251.56
2021-11-07,SKU1030,11.6,251.56,304.62,337.66,296.26,344.11
2021-11-14,SKU1030,12.37,344.11,251.56,291.2,297.8725,305.75
2021-11-21,SKU1030,10.68,305.75,344.11,304.62,301.51,281.66
2021-11-28,SKU1030,11.4,281.66,305.75,251.56,295.77,399.76
2021-12-05,SKU1030,12.31,399.76,281.66,344.11,332.82000000000005,326.87
2021-12-12,SKU1030,11.93,326.87,399.76,305.75,328.51,360.05
2021-12-19,SKU1030,11.8,360.05,326.87,281.66,342.085,329.32
2021-12-26,SKU1030,10.38,329.32,360.05,399.76,354.0,326.04
2022-01-02,SKU1030,11.56,326.04,329.32,326.87,335.57,395.38
2022-01-09,SKU1030,13.65,395.38,326.04,360.05,352.6975,399.03
2022-01-16,SKU1030,11.27,399.03,395.38,329.32,362.4425,373.45
2022-01-23,SKU1030,11.32,373.45,399.03,326.04,373.47499999999997,311.01
2022-01-30,SKU1030,12.1,311.01,373.45,395.38,369.7175,378.06
2022-02-06,SKU1030,12.35,378.06,311.01,399.03,365.3875,335.9
2022-02-13,SKU1030,12.35,335.9,378.06,373.45,349.605,333.17
2022-02-20,SKU1030,11.36,333.17,335.9,311.01,339.53499999999997,412.62
2022-02-27,SKU1030,12.13,412.62,333.17,378.06,364.9375,390.7
2022-03-06,SKU1030,13.38,390.7,412.62,335.9,368.0975,450.86
2022-03-13,SKU1030,11.82,450.86,390.7,333.17,396.8375,416.73
2022-03-20,SKU1030,12.38,416.73,450.86,412.62,417.72749999999996,444.92
2022-03-27,SKU1030,13.44,444.92,416.73,390.7,425.8025,363.17
2022-04-03,SKU1030,11.56,363.17,444.92,450.86,418.92,582.48
2022-04-10,SKU1030,12.0,582.48,363.17,416.73,451.82500000000005,624.22
2022-04-17,SKU1030,11.25,624.22,582.48,444.92,503.69750000000005,622.21
2022-04-24,SKU1030,11.9,622.21,624.22,363.17,548.02,556.99
2022-05-01,SKU1030,14.9,556.99,622.21,582.48,596.475,698.23
2022-05-08,SKU1030,10.76,698.23,556.99,624.22,625.4125,367.68
2022-05-15,SKU1030,12.3,367.68,698.23,622.21,561.2775,488.52
2022-05-22,SKU1030,12.21,488.52,367.68,556.99,527.855,347.46
2022-05-29,SKU1030,11.73,347.46,488.52,698.23,475.47249999999997,362.61
2022-06-05,SKU1030,11.84,362.61,347.46,367.68,391.5675,391.58
2022-06-12,SKU1030,12.17,391.58,362.61,488.52,397.54249999999996,303.04
2022-06-19,SKU1030,13.93,303.04,391.58,347.46,351.1725,407.02
2022-06-26,SKU1030,11.62,407.02,303.04,362.61,366.0625,388.4
2022-07-03,SKU1030,10.72,388.4,407.02,391.58,372.51,446.83
2022-07-10,SKU1030,12.88,446.83,388.4,303.04,386.3225,339.29
2022-07-17,SKU1030,13.48,339.29,446.83,407.02,395.385,316.5
2022-07-24,SKU1030,11.5,316.5,339.29,388.4,372.755,363.5
2022-07-31,SKU1030,10.83,363.5,316.5,446.83,366.53,386.77
2022-08-07,SKU1030,10.83,386.77,363.5,339.29,351.515,270.75
2022-08-14,SKU1030,11.74,270.75,386.77,316.5,334.38,284.85
2022-08-21,SKU1030,12.7,284.85,270.75,363.5,326.4675,255.44
2022-08-28,SKU1030,12.48,255.44,284.85,386.77,299.4525,255.07
2022-09-04,SKU1030,11.62,255.07,255.44,270.75,266.52750000000003,261.5
2022-09-11,SKU1030,12.03,261.5,255.07,284.85,264.21500000000003,289.86
2022-09-18,SKU1030,12.67,289.86,261.5,255.44,265.4675,258.77
2022-09-25,SKU1030,12.46,258.77,289.86,255.07,266.29999999999995,297.1
2022-10-02,SKU1030,11.09,297.1,258.77,261.5,276.8075,326.53
2022-10-09,SKU1030,12.3,326.53,297.1,289.86,293.065,312.09
2022-10-16,SKU1030,11.03,312.09,326.53,258.77,298.6225,278.11
2022-10-23,SKU1030,10.92,278.11,312.09,297.1,303.4575,302.79
2022-10-30,SKU1030,12.42,302.79,278.11,326.53,304.88,333.74
2022-11-06,SKU1030,11.91,333.74,302.79,312.09,306.6825,356.93
2022-11-13,SKU1030,10.98,356.93,333.74,278.11,317.89250000000004,308.32
2022-11-20,SKU1030,11.47,308.32,356.93,302.79,325.445,304.79
2022-11-27,SKU1030,13.06,304.79,308.32,333.74,325.945,278.5
2022-12-04,SKU1030,12.5,278.5,304.79,356.93,312.135,339.95
2022-12-11,SKU1030,11.3,339.95,278.5,308.32,307.89,285.86
2022-12-18,SKU1030,11.04,285.86,339.95,304.79,302.275,328.72
2022-12-25,SKU1030,11.77,328.72,285.86,278.5,308.25750000000005,341.15
2023-01-01,SKU1030,12.59,341.15,328.72,339.95,323.92,345.84
2023-01-08,SKU1030,12.41,345.84,341.15,285.86,325.3925,372.49
2023-01-15,SKU1030,11.74,372.49,345.84,328.72,347.05,359.05
2023-01-22,SKU1030,10.78,359.05,372.49,341.15,354.6325,299.56
2023-01-29,SKU1030,11.59,299.56,359.05,345.84,344.235,373.34
2023-02-05,SKU1030,10.55,373.34,299.56,372.49,351.11,417.24
2023-02-12,SKU1030,12.74,417.24,373.34,359.05,362.2975,339.18
2023-02-19,SKU1030,11.28,339.18,417.24,299.56,357.33,467.38
2023-02-26,SKU1030,11.29,467.38,339.18,373.34,399.285,368.74
2023-03-05,SKU1030,11.81,368.74,467.38,417.24,398.13500000000005,473.27
2023-03-12,SKU1030,11.63,473.27,368.74,339.18,412.14250000000004,425.61
2023-03-19,SKU1030,13.66,425.61,473.27,467.38,433.75,426.36
2023-03-26,SKU1030,12.83,426.36,425.61,368.74,423.495,538.92
2023-04-02,SKU1030,10.32,538.92,426.36,473.27,466.03999999999996,531.35
2023-04-09,SKU1030,10.92,531.35,538.92,425.61,480.55999999999995,659.62
2023-04-16,SKU1030,12.79,659.62,531.35,426.36,539.0625,538.28
2023-04-23,SKU1030,11.89,538.28,659.62,538.92,567.0425,530.81
2023-04-30,SKU1030,12.36,530.81,538.28,531.35,565.015,427.36
2023-05-07,SKU1030,12.0,427.36,530.81,659.62,539.0175,414.84
2023-05-14,SKU1030,10.92,414.84,427.36,538.28,477.8225,378.74
2023-05-21,SKU1030,11.46,378.74,414.84,530.81,437.9375,374.04
2023-05-28,SKU1030,13.8,374.04,378.74,427.36,398.745,381.09
2023-06-04,SKU1030,12.53,381.09,374.04,414.84,387.17749999999995,465.3
2023-06-11,SKU1030,11.79,465.3,381.09,378.74,399.7925,309.19
2023-06-18,SKU1030,10.84,309.19,465.3,374.04,382.405,411.57
2023-06-25,SKU1030,12.65,411.57,309.19,381.09,391.7875,442.03
2023-07-02,SKU1030,11.65,442.03,411.57,465.3,407.02250000000004,318.15
2023-07-09,SKU1030,13.58,318.15,442.03,309.19,370.23499999999996,219.69
2023-07-16,SKU1030,13.44,219.69,318.15,411.57,347.86,309.62
2023-07-23,SKU1030,12.5,309.62,219.69,442.03,322.3725,323.96
2023-07-30,SKU1030,11.58,323.96,309.62,318.15,292.855,298.6
2023-08-06,SKU1030,10.58,298.6,323.96,219.69,287.9675,300.49
2023-08-13,SKU1030,11.65,300.49,298.6,309.62,308.1675,272.8
2023-08-20,SKU1030,12.81,272.8,300.49,323.96,298.96250000000003,253.32
2023-08-27,SKU1030,11.93,253.32,272.8,298.6,281.3025,210.19
2023-09-03,SKU1030,11.61,210.19,253.32,300.49,259.2,276.07
2023-09-10,SKU1030,10.91,276.07,210.19,272.8,253.095,246.54
2023-09-17,SKU1030,11.64,246.54,276.07,253.32,246.52999999999997,354.44
2023-09-24,SKU1030,11.87,354.44,246.54,210.19,271.81,267.5
2023-10-01,SKU1030,11.98,267.5,354.44,276.07,286.1375,277.68
2023-10-08,SKU1030,12.7,277.68,267.5,246.54,286.54,290.36
2023-10-15,SKU1030,12.52,290.36,277.68,354.44,297.495,338.34
2023-10-22,SKU1030,12.25,338.34,290.36,267.5,293.47,308.89
2023-10-29,SKU1030,11.69,308.89,338.34,277.68,303.8175,287.75
2023-11-05,SKU1030,12.6,287.75,308.89,290.36,306.335,341.83
2023-11-12,SKU1030,11.65,341.83,287.75,338.34,319.2025,301.13
2023-11-19,SKU1030,12.85,301.13,341.83,308.89,309.9,289.21
2023-11-26,SKU1030,12.2,289.21,301.13,287.75,304.98,373.34
2023-12-03,SKU1030,11.54,373.34,289.21,341.83,326.3775,427.51
2023-12-10,SKU1030,13.71,427.51,373.34,301.13,347.7975,281.71
2023-12-17,SKU1030,11.04,281.71,427.51,289.21,342.9425,355.91
2023-12-24,SKU1030,11.56,355.91,281.71,373.34,359.61749999999995,280.74
2023-12-31,SKU1030,11.77,280.74,355.91,427.51,336.4675,443.74
2024-01-07,SKU1030,12.16,443.74,280.74,281.71,340.525,378.69
2024-01-14,SKU1030,12.32,378.69,443.74,355.91,364.77,303.91
2024-01-21,SKU1030,11.58,303.91,378.69,280.74,351.77000000000004,417.71
2024-01-28,SKU1030,11.59,417.71,303.91,443.74,386.01250000000005,426.69
2024-02-04,SKU1030,11.7,426.69,417.71,378.69,381.75,477.75
2024-02-11,SKU1030,11.12,477.75,426.69,303.91,406.515,399.36
2024-02-18,SKU1030,12.8,399.36,477.75,417.71,430.3775,427.14
2024-02-25,SKU1030,11.61,427.14,399.36,426.69,432.735,425.66
2024-03-03,SKU1030,12.15,425.66,427.14,477.75,432.4775,444.15
2024-03-10,SKU1030,13.1,444.15,425.66,399.36,424.0775,423.98
2024-03-17,SKU1030,12.14,423.98,444.15,427.14,430.23249999999996,677.26
2024-03-24,SKU1030,12.71,677.26,423.98,425.66,492.76250000000005,644.88
2024-03-31,SKU1030,11.08,644.88,677.26,444.15,547.5675,618.7
2024-04-07,SKU1030,12.67,618.7,644.88,423.98,591.2049999999999,616.68
2024-04-14,SKU1030,10.23,616.68,618.7,677.26,639.38,395.03
2024-04-21,SKU1030,10.87,395.03,616.68,644.88,568.8225,347.1
2024-04-28,SKU1030,12.04,347.1,395.03,618.7,494.3775,337.97
2024-05-05,SKU1030,11.08,337.97,347.1,616.68,424.195,461.11
2024-05-12,SKU1030,11.92,461.11,337.97,395.03,385.3025,417.48
2024-05-19,SKU1030,10.97,417.48,461.11,347.1,390.9150000000001,414.73
2024-05-26,SKU1030,13.12,414.73,417.48,337.97,407.8225,428.47
2024-06-02,SKU1030,11.93,428.47,414.73,461.11,430.4475,429.74
2024-06-09,SKU1030,11.32,429.74,428.47,417.48,422.605,394.43
2024-06-16,SKU1030,12.55,394.43,429.74,414.73,416.8425,528.29
2024-06-23,SKU1030,9.84,528.29,394.43,428.47,445.23249999999996,353.49
2024-06-30,SKU1030,11.8,353.49,528.29,429.74,426.4875,263.95
2024-07-07,SKU1030,11.58,263.95,353.49,394.43,385.04,309.52
2024-07-14,SKU1030,10.57,309.52,263.95,528.29,363.8125,342.17
2024-07-21,SKU1030,11.98,342.17,309.52,353.49,317.2825,332.78
2024-07-28,SKU1030,12.47,332.78,342.17,263.95,312.105,367.08
2024-08-04,SKU1030,11.58,367.08,332.78,309.52,337.8875,287.85
2024-08-11,SKU1030,12.64,287.85,367.08,342.17,332.46999999999997,359.07
2024-08-18,SKU1030,13.32,359.07,287.85,332.78,336.695,301.17
2024-08-25,SKU1030,13.55,301.17,359.07,367.08,328.7925,242.09
2024-09-01,SKU1030,13.02,242.09,301.17,287.85,297.545,277.6
2024-09-08,SKU1030,12.99,277.6,242.09,359.07,294.98249999999996,284.78
2024-09-15,SKU1030,11.08,284.78,277.6,301.17,276.40999999999997,306.51
2024-09-22,SKU1030,12.5,306.51,284.78,242.09,277.745,227.5
2024-09-29,SKU1030,10.97,227.5,306.51,277.6,274.09749999999997,260.85
2024-10-06,SKU1030,11.96,260.85,227.5,284.78,269.90999999999997,339.68
2024-10-13,SKU1030,11.95,339.68,260.85,306.51,283.635,314.17
2024-10-20,SKU1030,11.99,314.17,339.68,227.5,285.55,256.57
2024-10-27,SKU1030,11.13,256.57,314.17,260.85,292.8175,332.57
2024-11-03,SKU1030,13.91,332.57,256.57,339.68,310.7475,258.61
2024-11-10,SKU1030,10.99,258.61,332.57,314.17,290.48,309.58
2024-11-17,SKU1030,12.53,309.58,258.61,256.57,289.3325,309.9
2024-11-24,SKU1030,9.79,309.9,309.58,332.57,302.665,286.92
2024-12-01,SKU1030,11.87,286.92,309.9,258.61,291.2525,423.71
2024-12-08,SKU1030,11.64,423.71,286.92,309.58,332.5275,218.88
2024-12-15,SKU1030,11.75,218.88,423.71,309.9,309.8525,315.33
2024-12-22,SKU1030,11.77,315.33,218.88,286.92,311.21,322.09
2024-12-29,SKU1030,11.0,322.09,315.33,423.71,320.0025,402.2
2021-01-31,SKU1031,46.14,220.52,269.22,226.57,231.75,239.87
2021-02-07,SKU1031,43.23,239.87,220.52,210.69,235.07500000000002,182.68
2021-02-14,SKU1031,49.66,182.68,239.87,269.22,228.07250000000002,217.04
2021-02-21,SKU1031,40.99,217.04,182.68,220.52,215.0275,268.16
2021-02-28,SKU1031,50.58,268.16,217.04,239.87,226.9375,265.09
2021-03-07,SKU1031,46.49,265.09,268.16,182.68,233.2425,269.91
2021-03-14,SKU1031,53.67,269.91,265.09,217.04,255.05,294.98
2021-03-21,SKU1031,45.55,294.98,269.91,268.16,274.535,268.44
2021-03-28,SKU1031,55.1,268.44,294.98,265.09,274.605,240.41
2021-04-04,SKU1031,50.82,240.41,268.44,269.91,268.435,251.93
2021-04-11,SKU1031,45.18,251.93,240.41,294.98,263.94,249.97
2021-04-18,SKU1031,44.8,249.97,251.93,268.44,252.6875,212.56
2021-04-25,SKU1031,51.0,212.56,249.97,240.41,238.7175,203.58
2021-05-02,SKU1031,48.64,203.58,212.56,251.93,229.51000000000002,219.78
2021-05-09,SKU1031,47.72,219.78,203.58,249.97,221.4725,289.56
2021-05-16,SKU1031,44.49,289.56,219.78,212.56,231.37,197.15
2021-05-23,SKU1031,45.25,197.15,289.56,203.58,227.5175,228.04
2021-05-30,SKU1031,42.66,228.04,197.15,219.78,233.6325,200.3
2021-06-06,SKU1031,46.17,200.3,228.04,289.56,228.7625,204.05
2021-06-13,SKU1031,50.77,204.05,200.3,197.15,207.38500000000002,188.29
2021-06-20,SKU1031,47.34,188.29,204.05,228.04,205.17,211.05
2021-06-27,SKU1031,48.63,211.05,188.29,200.3,200.9225,163.93
2021-07-04,SKU1031,41.17,163.93,211.05,204.05,191.83,183.55
2021-07-11,SKU1031,52.37,183.55,163.93,188.29,186.705,185.86
2021-07-18,SKU1031,45.0,185.86,183.55,211.05,186.09750000000003,241.69
2021-07-25,SKU1031,48.87,241.69,185.86,163.93,193.7575,224.11
2021-08-01,SKU1031,46.73,224.11,241.69,183.55,208.8025,153.16
2021-08-08,SKU1031,53.19,153.16,224.11,185.86,201.20499999999998,168.96
2021-08-15,SKU1031,52.13,168.96,153.16,241.69,196.98,174.85
2021-08-22,SKU1031,48.53,174.85,168.96,224.11,180.27,198.0
2021-08-29,SKU1031,55.35,198.0,174.85,153.16,173.7425,154.61
2021-09-05,SKU1031,49.03,154.61,198.0,168.96,174.105,161.11
2021-09-12,SKU1031,51.39,161.11,154.61,174.85,172.1425,161.33
2021-09-19,SKU1031,50.98,161.33,161.11,198.0,168.76250000000002,189.24
2021-09-26,SKU1031,48.78,189.24,161.33,154.61,166.57250000000002,179.19
2021-10-03,SKU1031,51.57,179.19,189.24,161.11,172.7175,181.41
2021-10-10,SKU1031,43.6,181.41,179.19,161.33,177.79250000000002,155.64
2021-10-17,SKU1031,38.65,155.64,181.41,189.24,176.37,208.16
2021-10-24,SKU1031,48.14,208.16,155.64,179.19,181.1,194.91
2021-10-31,SKU1031,46.43,194.91,208.16,181.41,185.03,172.03
2021-11-07,SKU1031,48.77,172.03,194.91,155.64,182.685,185.95
2021-11-14,SKU1031,51.37,185.95,172.03,208.16,190.2625,233.96
2021-11-21,SKU1031,45.17,233.96,185.95,194.91,196.71249999999998,187.73
2021-11-28,SKU1031,49.42,187.73,233.96,172.03,194.9175,278.72
2021-12-05,SKU1031,52.2,278.72,187.73,185.95,221.59,189.8
2021-12-12,SKU1031,44.28,189.8,278.72,233.96,222.5525,231.96
2021-12-19,SKU1031,48.07,231.96,189.8,187.73,222.05249999999998,191.12
2021-12-26,SKU1031,49.8,191.12,231.96,278.72,222.9,242.67
2022-01-02,SKU1031,53.56,242.67,191.12,189.8,213.8875,216.78
2022-01-09,SKU1031,50.65,216.78,242.67,231.96,220.63250000000002,206.54
2022-01-16,SKU1031,46.85,206.54,216.78,191.12,214.2775,232.14
2022-01-23,SKU1031,48.06,232.14,206.54,242.67,224.5325,244.55
2022-01-30,SKU1031,46.66,244.55,232.14,216.78,225.0025,264.09
2022-02-06,SKU1031,54.74,264.09,244.55,206.54,236.82999999999998,227.5
2022-02-13,SKU1031,45.21,227.5,264.09,232.14,242.07,275.4
2022-02-20,SKU1031,43.32,275.4,227.5,244.55,252.885,268.36
2022-02-27,SKU1031,49.43,268.36,275.4,264.09,258.8375,209.75
2022-03-06,SKU1031,49.13,209.75,268.36,227.5,245.2525,310.37
2022-03-13,SKU1031,53.32,310.37,209.75,275.4,265.97,269.13
2022-03-20,SKU1031,48.18,269.13,310.37,268.36,264.40250000000003,298.29
2022-03-27,SKU1031,42.57,298.29,269.13,209.75,271.885,282.79
2022-04-03,SKU1031,50.87,282.79,298.29,310.37,290.145,231.11
2022-04-10,SKU1031,48.8,231.11,282.79,269.13,270.33000000000004,252.58
2022-04-17,SKU1031,43.04,252.58,231.11,298.29,266.1925,196.11
2022-04-24,SKU1031,53.38,196.11,252.58,282.79,240.64750000000004,214.51
2022-05-01,SKU1031,41.3,214.51,196.11,231.11,223.57750000000001,290.2
2022-05-08,SKU1031,53.11,290.2,214.51,252.58,238.35,252.87
2022-05-15,SKU1031,48.23,252.87,290.2,196.11,238.42249999999999,180.15
2022-05-22,SKU1031,43.45,180.15,252.87,214.51,234.43249999999998,224.15
2022-05-29,SKU1031,51.9,224.15,180.15,290.2,236.84249999999997,227.08
2022-06-05,SKU1031,43.21,227.08,224.15,252.87,221.0625,193.09
2022-06-12,SKU1031,41.41,193.09,227.08,180.15,206.1175,172.92
2022-06-19,SKU1031,44.5,172.92,193.09,224.15,204.31,219.16
2022-06-26,SKU1031,50.33,219.16,172.92,227.08,203.0625,224.46
2022-07-03,SKU1031,48.32,224.46,219.16,193.09,202.4075,211.75
2022-07-10,SKU1031,47.39,211.75,224.46,172.92,207.0725,164.4
2022-07-17,SKU1031,37.85,164.4,211.75,219.16,204.9425,177.76
2022-07-24,SKU1031,43.22,177.76,164.4,224.46,194.59249999999997,197.3
2022-07-31,SKU1031,51.56,197.3,177.76,211.75,187.8025,160.45
2022-08-07,SKU1031,55.8,160.45,197.3,164.4,174.97750000000002,159.58
2022-08-14,SKU1031,49.84,159.58,160.45,177.76,173.77249999999998,200.23
2022-08-21,SKU1031,52.26,200.23,159.58,197.3,179.39,173.55
2022-08-28,SKU1031,47.04,173.55,200.23,160.45,173.4525,168.09
2022-09-04,SKU1031,49.01,168.09,173.55,159.58,175.36249999999998,153.62
2022-09-11,SKU1031,51.61,153.62,168.09,200.23,173.8725,172.53
2022-09-18,SKU1031,51.1,172.53,153.62,173.55,166.9475,200.57
2022-09-25,SKU1031,51.07,200.57,172.53,168.09,173.7025,167.37
2022-10-02,SKU1031,45.2,167.37,200.57,153.62,173.52249999999998,178.14
2022-10-09,SKU1031,35.7,178.14,167.37,172.53,179.65249999999997,178.71
2022-10-16,SKU1031,52.6,178.71,178.14,200.57,181.1975,167.25
2022-10-23,SKU1031,40.44,167.25,178.71,167.37,172.8675,184.75
2022-10-30,SKU1031,45.28,184.75,167.25,178.14,177.21249999999998,148.67
2022-11-06,SKU1031,40.5,148.67,184.75,178.71,169.84500000000003,168.13
2022-11-13,SKU1031,45.84,168.13,148.67,167.25,167.2,188.18
2022-11-20,SKU1031,39.3,188.18,168.13,184.75,172.4325,207.58
2022-11-27,SKU1031,51.52,207.58,188.18,148.67,178.14000000000001,235.8
2022-12-04,SKU1031,45.9,235.8,207.58,168.13,199.9225,203.29
2022-12-11,SKU1031,50.32,203.29,235.8,188.18,208.71249999999998,160.25
2022-12-18,SKU1031,39.54,160.25,203.29,207.58,201.73000000000002,193.12
2022-12-25,SKU1031,43.94,193.12,160.25,235.8,198.115,225.65
2023-01-01,SKU1031,56.24,225.65,193.12,203.29,195.57750000000001,216.17
2023-01-08,SKU1031,51.34,216.17,225.65,160.25,198.79749999999999,198.13
2023-01-15,SKU1031,40.08,198.13,216.17,193.12,208.2675,216.81
2023-01-22,SKU1031,45.83,216.81,198.13,225.65,214.19,204.88
2023-01-29,SKU1031,50.62,204.88,216.81,216.17,208.9975,211.67
2023-02-05,SKU1031,50.29,211.67,204.88,198.13,207.8725,271.29
2023-02-12,SKU1031,46.01,271.29,211.67,216.81,226.1625,277.29
2023-02-19,SKU1031,53.97,277.29,271.29,204.88,241.28249999999997,255.2
2023-02-26,SKU1031,50.75,255.2,277.29,211.67,253.8625,235.96
2023-03-05,SKU1031,45.17,235.96,255.2,271.29,259.935,272.89
2023-03-12,SKU1031,44.43,272.89,235.96,277.29,260.33500000000004,248.12
2023-03-19,SKU1031,43.32,248.12,272.89,255.2,253.04250000000002,211.7
2023-03-26,SKU1031,40.35,211.7,248.12,235.96,242.16750000000002,253.55
2023-04-02,SKU1031,52.61,253.55,211.7,272.89,246.565,220.39
2023-04-09,SKU1031,46.95,220.39,253.55,248.12,233.44,256.33
2023-04-16,SKU1031,47.83,256.33,220.39,211.7,235.4925,236.05
2023-04-23,SKU1031,44.77,236.05,256.33,253.55,241.57999999999998,320.64
2023-04-30,SKU1031,45.33,320.64,236.05,220.39,258.35249999999996,218.78
2023-05-07,SKU1031,40.25,218.78,320.64,256.33,257.95,246.73
2023-05-14,SKU1031,44.45,246.73,218.78,236.05,255.55,246.52
2023-05-21,SKU1031,49.63,246.52,246.73,320.64,258.1675,236.97
2023-05-28,SKU1031,50.87,236.97,246.52,218.78,237.25,244.82
2023-06-04,SKU1031,47.55,244.82,236.97,246.73,243.76,194.88
2023-06-11,SKU1031,42.22,194.88,244.82,246.52,230.7975,170.8
2023-06-18,SKU1031,55.76,170.8,194.88,236.97,211.8675,217.7
2023-06-25,SKU1031,44.9,217.7,170.8,244.82,207.05,207.72
2023-07-02,SKU1031,53.61,207.72,217.7,194.88,197.775,187.65
2023-07-09,SKU1031,49.67,187.65,207.72,170.8,195.96750000000003,191.57
2023-07-16,SKU1031,44.12,191.57,187.65,217.7,201.16,203.55
2023-07-23,SKU1031,45.94,203.55,191.57,207.72,197.6225,205.44
2023-07-30,SKU1031,45.28,205.44,203.55,187.65,197.0525,178.6
2023-08-06,SKU1031,49.26,178.6,205.44,191.57,194.79,176.12
2023-08-13,SKU1031,48.87,176.12,178.6,203.55,190.9275,151.32
2023-08-20,SKU1031,49.71,151.32,176.12,205.44,177.87,176.99
2023-08-27,SKU1031,45.83,176.99,151.32,178.6,170.7575,159.68
2023-09-03,SKU1031,46.43,159.68,176.99,176.12,166.0275,164.24
2023-09-10,SKU1031,51.9,164.24,159.68,151.32,163.0575,136.35
2023-09-17,SKU1031,48.96,136.35,164.24,176.99,159.315,172.08
2023-09-24,SKU1031,51.71,172.08,136.35,159.68,158.0875,184.31
2023-10-01,SKU1031,45.83,184.31,172.08,164.24,164.245,184.94
2023-10-08,SKU1031,49.07,184.94,184.31,136.35,169.42,176.02
2023-10-15,SKU1031,43.98,176.02,184.94,172.08,179.33749999999998,193.71
2023-10-22,SKU1031,49.28,193.71,176.02,184.31,184.745,183.77
2023-10-29,SKU1031,42.74,183.77,193.71,184.94,184.61,198.87
2023-11-05,SKU1031,48.3,198.87,183.77,176.02,188.09250000000003,207.17
2023-11-12,SKU1031,48.41,207.17,198.87,193.71,195.88000000000002,198.63
2023-11-19,SKU1031,51.99,198.63,207.17,183.77,197.11,184.86
2023-11-26,SKU1031,44.5,184.86,198.63,198.87,197.38250000000002,271.08
2023-12-03,SKU1031,47.57,271.08,184.86,207.17,215.435,239.85
2023-12-10,SKU1031,55.32,239.85,271.08,198.63,223.605,200.38
2023-12-17,SKU1031,41.29,200.38,239.85,184.86,224.0425,251.19
2023-12-24,SKU1031,48.01,251.19,200.38,271.08,240.62499999999997,270.68
2023-12-31,SKU1031,51.28,270.68,251.19,239.85,240.525,270.66
2024-01-07,SKU1031,48.98,270.66,270.68,200.38,248.22750000000002,182.79
2024-01-14,SKU1031,46.52,182.79,270.66,251.19,243.83,225.16
2024-01-21,SKU1031,47.04,225.16,182.79,270.68,237.32250000000002,220.53
2024-01-28,SKU1031,50.31,220.53,225.16,270.66,224.785,276.04
2024-02-04,SKU1031,51.2,276.04,220.53,182.79,226.13000000000002,260.77
2024-02-11,SKU1031,51.06,260.77,276.04,225.16,245.625,288.31
2024-02-18,SKU1031,42.49,288.31,260.77,220.53,261.4125,250.42
2024-02-25,SKU1031,55.08,250.42,288.31,276.04,268.885,207.69
2024-03-03,SKU1031,50.97,207.69,250.42,260.77,251.79749999999999,321.2
2024-03-10,SKU1031,53.18,321.2,207.69,288.31,266.905,244.87
2024-03-17,SKU1031,46.74,244.87,321.2,250.42,256.045,200.45
2024-03-24,SKU1031,49.61,200.45,244.87,207.69,243.5525,249.26
2024-03-31,SKU1031,46.36,249.26,200.45,321.2,253.945,228.7
2024-04-07,SKU1031,49.08,228.7,249.26,244.87,230.82,230.29
2024-04-14,SKU1031,42.76,230.29,228.7,200.45,227.17499999999998,262.22
2024-04-21,SKU1031,45.93,262.22,230.29,249.26,242.6175,223.42
2024-04-28,SKU1031,46.29,223.42,262.22,228.7,236.1575,262.12
2024-05-05,SKU1031,41.68,262.12,223.42,230.29,244.5125,237.76
2024-05-12,SKU1031,46.89,237.76,262.12,262.22,246.38,231.86
2024-05-19,SKU1031,52.82,231.86,237.76,223.42,238.79,207.76
2024-05-26,SKU1031,42.56,207.76,231.86,262.12,234.875,206.17
2024-06-02,SKU1031,39.2,206.17,207.76,237.76,220.8875,201.1
2024-06-09,SKU1031,47.7,201.1,206.17,231.86,211.7225,213.21
2024-06-16,SKU1031,49.34,213.21,201.1,207.76,207.06,255.5
2024-06-23,SKU1031,48.55,255.5,213.21,206.17,218.995,159.86
2024-06-30,SKU1031,50.01,159.86,255.5,201.1,207.41750000000002,231.83
2024-07-07,SKU1031,40.79,231.83,159.86,213.21,215.10000000000002,180.06
2024-07-14,SKU1031,50.44,180.06,231.83,255.5,206.8125,186.92
2024-07-21,SKU1031,40.93,186.92,180.06,159.86,189.6675,192.51
2024-07-28,SKU1031,42.85,192.51,186.92,231.83,197.82999999999998,166.12
2024-08-04,SKU1031,47.7,166.12,192.51,180.06,181.4025,148.77
2024-08-11,SKU1031,51.79,148.77,166.12,186.92,173.57999999999998,199.92
2024-08-18,SKU1031,50.6,199.92,148.77,192.51,176.83,167.71
2024-08-25,SKU1031,45.72,167.71,199.92,166.12,170.63,139.43
2024-09-01,SKU1031,47.45,139.43,167.71,148.77,163.9575,170.19
2024-09-08,SKU1031,52.93,170.19,139.43,199.92,169.3125,193.36
2024-09-15,SKU1031,46.65,193.36,170.19,167.71,167.6725,202.73
